sentence_id	main_code	definition_id	sentence_order	nan_sentence	nan_tailo	zh_xc	english_via_gpt4_zh_translation
7202	7024	9571	1	一陣老大人佇公園仔內面開講、行棋做議量。	Tsi̍t tīn lāu-tuā-lâng tī kong-hn̂g-á lāi-bīn khai-káng, kiânn-kî tsò-gī-niū. (	一群老年人在公園裡聊天、下棋排遣時間。	A group of elderly people are chatting and playing chess in the park to pass the time.
7203	7025	9572	1	伊欲用彼張符仔共人做譴損。	I beh iōng hit tiunn hû-á kā lâng tsò-khiàn-sńg. 	他想用那張符籙對人家作法。	He wants to use that talisman to cast a spell on others.
7204	7026	9573	1	伊覕佇門後咧偷聽人講話。	I bih tī mn̂g-āu teh thau thiann lâng kóng-uē. 	他躲在門後偷聽別人的話。	He is hiding behind the door, eavesdropping on others.
7205	7027	9574	1	索仔勒較絚咧，才袂去予風吹落去！	Soh-á li̍k khah ân--leh, tsiah bē khì hōo hong tshue lak--khì! 	繩子拉緊一點，才不會被風吹掉！	Tighten the rope a bit, so it won't be blown away by the wind!
7206	7028	9575	1	伊哪會袂振袂動？	I ná ē bē-tín-bē-tāng? 	他怎麼無法動彈？	Why can't he move at all?
7207	7028	9576	1	動工	tāng-kang	開始工程	Start the project
7208	7028	9576	2	動土	tāng-thóo	破土	Breaking ground
7209	7029	9577	1	一舉一動	it-kí-it-tōng		
7210	7030	9578	1	君子務本	kun-tsú bū pún		
7211	7030	9579	1	公務	kong bū		
7212	7030	9579	2	農務	lông bū		
7213	7030	9579	3	事務	sū-bū		
7214	7031	9580	1	匏仔	pû-á	匏瓜	Gourd
7215	7031	9580	2	葫蘆匏	hôo-lôo pû	葫蘆瓢	Gourd ladle
7216	7032	9581	1	湯匙	thng-sî		
7217	7032	9581	2	煎匙	tsian-sî	鍋鏟	Pot spatula
7218	7032	9581	3	飯匙	pn̄g-sî		
7219	7032	9582	1	鎖匙	só-sî		
7220	7034	9584	1	地區	tē-khu		
7221	7034	9584	2	工業區	kang-gia̍p khu		
7222	7034	9585	1	大安區	Tāi-an-khu		
7223	7035	9586	1	你參伊去。	Lí tsham i khì. 	你跟他去。	You go with him.
7224	7035	9587	1	參見	tsham-kìnn		
7225	7035	9587	2	參拜	tsham-pài		
7226	7036	9588	1	食飽桌頂無拭會唌虼蚻來。	Tsia̍h pá toh-tíng bô tshit ē siânn ka-tsua̍h lâi. 	用餐後桌子不擦拭會引誘蟑螂來。	Not wiping the table after eating will attract cockroaches.
7227	7037	9589	1	我險險仔去予伊唬去。	Guá hiám-hiám-á khì hōo i hóo--khì. 	我差點被他騙了。	I was almost fooled by him.
7228	7038	9590	1	走唱	tsáu tshiàng		
7229	7038	9590	2	唱名	tshiàng miâ		
7230	7038	9591	1	明呼明唱	bîng-hoo-bîng-tshiàng	事先言明	Declare in advance
7231	7039	9592	1	唱歌	tshiùnn kua		
7232	7040	9593	1	唸報紙	liām pò-tsuá		
7233	7040	9594	1	唸歌詩	liām kua-si	吟唱詩歌	Recite poetry
7234	7040	9594	2	唸歌	liām kua	唱歌謠	Sing nursery rhymes
7235	7040	9595	2	𠢕唸	gâu liām	嘮叨個不停	Nagging non-stop
7236	7040	9595	3	踅踅唸	se̍h-se̍h-liām	嘮叨個不停	Nagging incessantly
7237	7041	9596	1	雞仔啄米	ke-á tok bí	雞啄米	Chicken pecks rice
7238	7041	9597	1	鼻仔啄啄	phīnn-á tok tok	鼻子尖尖	Pointy nose
7239	7041	9597	2	阿啄仔	a-tok-á	洋人	foreigner
7240	7041	9598	1	彼擔賣果子的定定啄人的秤頭。	Hit tànn bē-kué-tsí--ê tiānn-tiānn tok lâng ê tshìn-thâu. 	那攤賣水果的常常啄人秤頭。意指偷斤減兩。	That fruit stall often pecks at the scale head, implying cheating on weight.
7241	7042	9599	1	啉水	lim tsuí	喝水	Drink water
7242	7042	9599	2	啉一杯茶	lim tsi̍t pue tê	喝一杯茶	Have a cup of tea.
7243	7042	9600	1	伊真𠢕啉。	I tsin gâu lim. 	他很會喝酒。	He is very good at drinking alcohol.
7244	7043	9601	1	啊！原來是按呢！	Ah! Guân-lâi sī án-ne! 	啊！原來是這樣！	Ah! So that's how it is!
7245	7043	9602	1	你欲去無？好啊！	Lí beh khì--bô? Hó--ah! 	你要去嗎？好啊！	Are you going? Okay!
7246	7043	9603	1	啊都伊毋來，阮才會欠一个人。	Ah to i m̄ lâi, guán tsiah ē khiàm tsi̍t ê lâng. 	都是因為他不來，我們才會缺一個人。	It's all because he didn't come, that we are short of one person.
7247	7044	9604	1	我問你	guá mn̄g--lí		
7248	7044	9604	2	問路	mn̄g lōo		
7249	7044	9604	3	問神	mn̄g sîn		
7250	7045	9605	1	你啖看按呢敢有夠鹹？	Lí tam khuànn án-ne kám ū-kàu kiâm? 	你嚐嚐看這樣夠鹹嗎？	Can you taste this and see if it's salty enough?
7251	7047	9607	1	你莫提雞卵糕佇遐唌人！	Lí mài the̍h ke-nn̄g-ko tī hia siânn--lâng! 	你別拿著蛋糕在那裡引誘人！	Don't tempt people with the cake you're holding there!
7252	7048	9608	1	伊會唬人，莫相信伊。	I ē hóo--lâng, mài siong-sìn--i. 	他騙人的，不要相信他。	He is a liar, do not trust him.
7253	7051	9611	1	你若無講話，人嘛袂共你當做啞口。	Lí nā bô kóng-uē, lâng mā bē kā lí tòng-tsò é-káu. 	你不說話，也沒人當你是啞巴。	If you don't speak, no one will consider you mute.
7254	7051	9612	1	這粒豆仔啞口去，種袂發芽。	Tsit lia̍p tāu-á é-káu--khì, tsìng bē puh-gê. 	這顆豆子壞了，種了不會發芽。	This bean is bad, it won't sprout if planted.
7255	7053	9614	1	恁毋通起跤動手。	Lín m̄-thang khí-kha-tāng-tshiú. 	你們不要互相毆打。	Don't fight each other.
7256	7053	9615	1	這件代誌啥物時陣欲開始動手？	Tsit kiānn tāi-tsì siánn-mih sî-tsūn beh khai sí tāng-tshiú? 	這件事情什麼時候開始著手進行？	When will this matter start to be addressed?
7257	7062	9625	1	蔥仔佮蒜仔欲按怎區別？	Tshang-á kah suàn-á beh án-tsuánn khu-pia̍t? 	蔥和蒜要如何區分？	How to distinguish between onions and garlic?
7258	7062	9626	1	請你說明語言佮文字的區別。	Tshiánn lí suat-bîng gí-giân kah bûn-jī ê khu-pia̍t. 	請你說明語言與文字的差別。	Please explain the difference between language and writing.
7259	7068	9633	1	有的生理人做生理會唬秤頭，所以買物件愛細膩。	Ū-ê sing-lí-lâng tsò-sing-lí ē hóo-tshìn-thâu, sóo-í bé mi̍h-kiānn ài sè-jī. 	有的生意人做生意會偷斤減兩，所以買東西要小心謹慎。	Some businessmen may cheat in business, so be careful and cautious when buying things.
7260	7076	9641	1	這搭有一个大商場。	Tsit-tah ū tsi̍t ê tuā siong-tiûnn. 	這裡有一個大商場。	There is a big mall here.
7261	7080	9646	1	咱的信心絕對毋通動搖。	Lán ê sìn-sim tsua̍t-tuì m̄-thang tōng-iâu. 	我們的信心絕對不能動搖。	Our confidence must not be shaken.
7262	7082	9648	1	我想欲佮你參詳一項代誌！	Guá siūnn beh kah lí tsham-siông tsi̍t hāng tāi-tsì! 	我有件事想和你商量一下！	I have something I want to discuss with you!
7263	7083	9649	1	大人無上桌，囡仔人袂使先動箸。	Tuā-lâng bô tsiūnn-toh, gín-á-lâng bē-sái sing tāng-tī. 	大人還沒上桌，小孩子不可以先動筷子。	Adults haven't started eating yet, children cannot start using chopsticks first.
7264	7084	9650	1	𪜶英語老師是啄鼻仔。	In Ing-gí lāu-su sī tok-phīnn-á. 	他們的英語老師是外國人。	Their English teacher is a foreigner.
7265	7087	9653	1	入去遐久矣，哪會一點仔動靜都無？	Ji̍p-khì hiah kú--ah, ná ē tsi̍t-tiám-á tōng-tsīng to bô? 	進去那麼久了，怎麼會一點兒動靜都沒有？	They've been in there so long, how come there's not a single sound?
7266	7089	9655	1	這先予你啖糝一下。	Tse sing hōo-lí tām-sám--tsi̍t-ē. 	這些先讓你解解饞。	Let these satisfy your hunger first.
7267	7089	9656	1	買一寡啖糝來食。	Bé tsi̍t-kuá tām-sám lâi tsia̍h. 	買一些零食來吃。	Buy some snacks to eat.
7268	7090	9657	1	你家己做毋著閣敢來唱聲，我無咧驚你。	Lí ka-kī tsò m̄-tio̍h koh kánn lâi tshiàng-siann, guá bô teh kiann--lí. 	你自己做錯事還敢來威嚇挑釁，我不會怕你。	You dare to threaten and provoke after making mistakes yourself, I won't be afraid of you.
7269	7092	9659	1	這是啥物件？	Tse sī siánn mi̍h-kiānn? 	這是什麼東西？	What is this thing?
7270	7092	9659	2	你講啥？	Lí kóng siánn? 	你說什麼？	What are you saying?
7271	7093	9660	1	伊已經來矣啦。	I í-king lâi--ah--lah. 	他已經來了啦。	He has already come.
7272	7093	9660	2	好矣啦	hó--ah--lah	好了啦	Alright then
7273	7093	9661	1	好啦！莫吵啦！	Hó--lah! Mài tshá--lah! 	好啦！別吵啦！	Alright! Stop arguing!
7274	7093	9661	2	才閣講啦	tsiah-koh kóng--lah	再說吧	Say it again.
7275	7093	9661	3	無愛啦	bô-ài--lah	不要啦	Don't do it!
7276	7094	9662	1	伊規箍人圇佇遐睏。	I kui khoo lâng lun tī hia khùn. 	他整個人縮在那兒睡覺。	He is curled up there sleeping.
7277	7094	9663	1	圇頭出來看。	Lun thâu tshut lâi khuànn. 	伸頭出來看。	Stick your head out and look.
7278	7094	9663	2	圇來圇去	lun lâi lun khì	伸進伸出	Stretch in, stretch out.
7279	7094	9664	1	這桶水圇圇仔，拄仔好會使洗身軀。	Tsit tháng tsuí lun-lun--á, tú-á-hó ē-sái sé-sin-khu. 	這桶水微溫，剛好可以洗澡。	This bucket of water is lukewarm, just right for a bath.
7280	7094	9664	2	拉圇燒的水	la-lun-sio ê tsuí	溫溫的水	Warm water
7281	7095	9665	1	本國	pún-kok		
7282	7095	9666	1	國貨	kok-huè		
7283	7095	9666	2	國花	kok-hue		
7284	7096	9667	1	埠頭	poo-thâu	港埠	Harbor
7285	7097	9668	1	埤仔	pi-á	小水池	Small pond
7286	7097	9668	2	虎頭埤	Hóo-thâu-pi	位於臺南市新化區的大貯水池，現作此處地名。	The large reservoir located in Xinhua District, Tainan City, is now used as the name of this place.
7287	7098	9669	1	番薯園愛培塗矣。	Han-tsî hn̂g ài puē thôo--ah. 	番薯園要增土了。	The sweet potato field needs more soil.
7288	7099	9670	1	教堂	kàu-tn̂g		
7289	7099	9670	2	禮堂	lé-tn̂g		
7290	7099	9671	1	公堂	kong-tn̂g		
7291	7099	9671	2	廳堂	thiann-tn̂g		
7292	7100	9672	1	殿堂	tiān-tông		
7293	7100	9673	1	令堂	līng-tông		
7294	7100	9673	2	高堂	ko-tông		
7295	7100	9674	1	堂親	tông-tshin		
7296	7101	9675	1	堅疕	kian-phí	傷口凝結成疤	The wound solidifies into a scar.
7298	7102	9677	1	一大堆	tsi̍t tuā tui		
7299	7102	9677	2	三堆物件	sann tui mi̍h-kiānn	三堆東西	Three piles of things
7300	7102	9678	1	塗堆	thôo tui	土堆	Mound of earth
7301	7102	9678	2	草堆	tsháu tui		
7302	7102	9679	1	送做堆	sàng-tsò-tui	將兩人湊合成對	Pair two people together.
7303	7103	9680	1	壁堵	piah-tóo	牆壁	Wall
7304	7103	9680	2	眠床堵	bîn-tshn̂g-tóo	床頭板	Headboard
7305	7103	9680	3	堵枋	tóo-pang	木板牆	Wooden wall
7306	7103	9681	1	一堵壁	tsi̍t tóo piah		
7307	7104	9682	1	按呢無夠，你愛閣補一寡仔，才有夠通分。	Án-ne bô kàu, lí ài koh póo--tsi̍t-kuá-á, tsiah ū-kàu thang pun. 	這樣數量不夠，你要再補一些才夠分。	This amount is not enough, you need to add some more to make it sufficient.
7308	7105	9683	1	你真正是娶著一个好某。	Lí tsin-tsiànn sī tshuā-tio̍h tsi̍t ê hó bóo. 	你真的是娶到一個好老婆。	You really married a good wife.
7309	7106	9684	1	是啥人共你講我欲嫁伊？	Sī siánn-lâng kā lí kóng guá beh kè--i? 	是誰跟你說我要嫁給他？	Who told you that I'm going to marry him?
7310	7107	9685	1	你足夠工的，服務誠好。	Lí tsiok kàu-kang--ê, ho̍k-bū tsiânn hó. 	你真周到，服務很好。	You are very thoughtful, the service is very good.
7311	7107	9686	1	遮的貨賣完嘛干焦夠工爾爾，也無啥趁。	Tsia-ê huè bē-uân mā kan-na kàu-kang niā-niā, iā bô siánn thàn. 	這些貨賣完也只夠工錢而己，也沒什麼賺頭。	The sales from these goods are only enough to cover the labor costs, there's not much profit.
7312	7107	9687	1	這个計畫真夠工，逐方面攏想甲著。	Tsit ê kè-uē tsin kàu-kang, ta̍k hong-bīn lóng siūnn kah tio̍h. 	這個計畫真周延，每方面都考慮到。	This plan is really comprehensive, every aspect has been considered.
7313	7110	9690	1	這枇弓蕉誠夠分。	Tsit pî king-tsio tsiânn kàu-hun. 	這串香蕉成熟度很高。	This bunch of bananas is very ripe.
7314	7111	9691	1	飯堅巴就莫食矣。	Pn̄g kian-pa tō mài tsia̍h--ah. 	飯變硬就別吃了。	Don't eat the rice if it becomes hard.
7315	7112	9692	1	雞大甲夠水，會使刣矣。	Ke tuā kah kàu-tsuí, ē-sái thâi--ah. 	雞已成熟，可宰殺了。	The chicken is mature and ready to be slaughtered.
7316	7114	9695	1	拄仔好夠本。	Tú-á-hó kàu-pún. 	剛剛好與成本相當。	Just right and equivalent to the cost.
7317	7114	9696	1	今仔日趁夠本矣。	Kin-á-ji̍t thàn kàu-pún--ah. 	今天賺得夠多了。	I made enough money today.
7318	7116	9698	1	一月日愛偌濟錢才有夠用。	Tsi̍t gue̍h-ji̍t ài guā-tsē tsînn tsiah ū kàu-īng. 	一個月要多少錢才夠用。	How much money is needed to get by for a month?
7319	7118	9701	1	先規劃予好，才來執行。	Sing kui-uē hōo hó, tsiah lâi tsip-hîng. 	先規劃好，再來執行。	Plan first, then execute.
7320	7119	9702	1	空喙堅疕矣。	Khang-tshuì kian-phí--ah. 	傷口結痂了。	The wound has scabbed over.
7321	7125	9708	1	啥物人佇遐咧唱歌？	Siánn-mih lâng tī hia teh tshiùnn kua? 	什麼人在那裡唱歌？	Who is singing there?
7322	7129	9712	1	伊堅持欲繼續拍拚落去。	I kian-tshî beh kè-sio̍k phah-piànn--lo̍h-khì. 	他堅持要繼續努力下去。	He insists on continuing to work hard.
7323	7130	9713	1	王的欲娶某矣。	Ông--ê beh tshuā-bóo--ah. 	老王要娶妻了。	Old Wang is getting married.
7324	7131	9714	1	菜燕囥冷了後就會堅凍。	Tshài-iàn khǹg-líng liáu-āu tō ē kian-tàng. 	洋菜待涼了以後就會結凍。	The agar will solidify once it cools down.
7325	7133	9716	1	這屑仔物件遮濟人欲食，一定食袂夠氣。	Tsit sut-á mi̍h-kiānn tsiah tsē lâng beh tsia̍h, it-tīng tsia̍h bē kàu-khuì. 	這一點點東西那麽多人要吃，一定無法滿足大家。	So many people want to eat this little bit of food, it definitely won't be enough for everyone.
7326	7134	9717	1	檨仔切片烘予堅乾做檨仔乾。	Suāinn-á tshiat phìnn hang hōo kian-kuann tsò suāinn-á-kuann. 	芒果切片烘乾做芒果乾。	Slice the mango and dry it to make dried mango.
7327	7135	9718	1	我堂堂一个男子漢大丈夫，講會到就做會到。	Guá tông-tông tsi̍t ê lâm-tsú-hàn tāi-tiōng-hu, kóng ē kàu tō tsò ē kàu. 	我堂堂一個男子漢大丈夫，說得到就會做到。	I am a man of my word. If I say I can do it, I will do it.
7328	7136	9719	1	你實在是食人夠夠，傷過份啦！	Lí si̍t-tsāi sī tsia̍h-lâng-kàu-kàu, siunn kuè-hūn--lah! 	你真是欺人太甚，太過份啦！	You really go too far, it's too excessive!
7329	7137	9720	1	你佇遐咧創啥貨？	Lí tī hia teh tshòng siánn-huè? 	你在那裡做什麼？	What are you doing there?
7330	7138	9721	1	毋知伊的新頂司個性啥款？	M̄-tsai i ê sin tíng-si kò-sìng siánn-khuán？	不知道他的新主管個性怎麼樣？	Don't know what his new supervisor's personality is like?
7332	7139	9722	1	伊的生活傷過頭奢華。	I ê sing-ua̍h siunn kuè-thâu tshia-hua. 	他的生活太奢侈。	His lifestyle is too extravagant.
7333	7140	9723	1	隔壁咧娶新娘，咱來去看鬧熱。	Keh-piah teh tshuā-sin-niû, lán lâi-khì khuànn lāu-jia̍t. 	隔壁在娶新娘，我們去看熱鬧。	The neighbor is marrying a bride, let's go watch the excitement.
7334	7145	9728	1	清明愛培墓。	Tshing-bîng ài puē-bōng. 	清明節要掃墓。	We need to sweep the tombs for Qingming Festival.
7335	7149	9732	1	你是咧看啥潲？	Lí sī teh khuànn siánn-siâu? 	你在看什麼？	What are you looking at?
7336	7150	9733	1	培養信心	puê-ióng sìn-sim		
7337	7151	9736	1	鹿港是一个真鬧熱的埠頭。	Lo̍k-káng sī tsi̍t-ê tsin lāu-jia̍t ê poo-thâu. 	鹿港是一個很熱鬧的市鎮。	Lugang is a very lively town.
7338	7153	9738	1	阮公司的員工已經夠額，無欲閣倩矣。	Guán kong-si ê uân-kang í-king kàu-gia̍h, bô beh koh tshiànn--ah. 	我們公司的員工已經足夠，沒打算再雇用其他人了。	Our company already has enough employees, we have no plans to hire others.
7339	7154	9739	1	做生日遮爾奢颺，真討債。	Tsò-senn-ji̍t tsiah-nī tshia-iānn, tsin thó-tsè. 	過生日排場這麼大，真浪費。	Celebrating a birthday with such a big fuss, what a waste.
7340	7157	9742	1	阿婆	a-pô	老太太	Old lady
7341	7157	9743	1	賊婆	tsha̍t-pô	女賊	Female thief
7342	7157	9743	2	媒人婆	muê-lâng-pô	媒婆	Matchmaker
7343	7157	9743	3	產婆	sán-pô	助產士	Midwife
7344	7157	9744	1	姨婆	î-pô		
7345	7157	9744	2	姑婆	koo-pô		
7346	7158	9745	1	婚禮	hun-lé		
7347	7158	9745	2	結婚	kiat-hun		
7348	7159	9746	1	少婦	siàu-hū		
7349	7159	9746	2	寡婦	kuá-hū		
7350	7159	9747	1	夫婦	hu-hū		
7351	7159	9748	1	婦女	hū-lí		
7352	7159	9748	2	婦人人	hū-jîn-lâng	婦道人家	The Way of the Housewife
7353	7160	9749	1	寄批	kià-phue	寄信	Send a letter
7354	7160	9750	1	錢提去寄銀行。(	Tsînn the̍h-khì kià gîn-hâng. 	錢存入銀行。	Money is deposited into the bank.
7355	7161	9751	1	寅時	în-sî	凌晨三點至五點	From three o'clock to five o'clock in the early morning
7356	7162	9752	1	門關無密	mn̂g kuainn bô ba̍t	門沒有關緊	The door is not closed tightly.
7357	7162	9753	1	草仔發甲真密。	Tsháu-á huat kah tsin ba̍t. 	草長得很密集。	The grass grows very densely.
7358	7162	9753	2	衫仔櫼甲密密密。	Sann-á tsinn kah ba̍t-ba̍t-ba̍t. 	衣服塞得很密實。	The clothes are packed very tightly.
7359	7163	9754	1	伊將我放袂記得矣。	I tsiong guá pàng bē-kì--tit--ah. 	他把我忘了。	He forgot me.
7360	7163	9755	1	將來	tsiong-lâi		
7361	7163	9755	2	將近	tsiong-kīn		
7362	7164	9756	1	大將	tāi-tsiòng		
7363	7164	9756	2	猛將	bíng-tsiòng		
7364	7165	9757	1	自作自專	tsū tsok tsū tsuan	自作主張	Self-assertion
7366	7165	9758	1	專權	tsuan-khuân		
7367	7165	9759	1	神明專趁歹命人錢。	Sîn-bîng tsuan thàn pháinn-miā lâng tsînn. 	神明專門賺苦命人的錢。	The gods specifically make money off the suffering of people.
7368	7166	9760	1	古早時，婦人人欲出門攏愛梳妝打扮。	Kóo-tsá sî, hū-jîn-lâng beh tshut-mn̂g lóng ài se-tsng tánn-pān. 	很久以前，婦人要出門都要梳妝打扮。	A long time ago, women had to dress up before going out.
7369	7168	9762	1	伊誠將才，為國家計畫足濟代誌。	I tsiânn tsiòng-tsâi, uī kok-ka kè-uē tsiok tsē tāi-tsì. 	他具有將相才能，為國家規劃很多事情。	He has the talent of a prime minister, planning many things for the country.
7370	7168	9763	1	伊生做真將才。	I senn-tsò tsin tsiòng-tsâi. 	他長的真魁梧。	He is really burly.
7371	7169	9764	1	這領衫是伊專工為你做的。	Tsit niá sann sī i tsuan-kang uī lí tsò--ê. 	這件衣服是他特地為你做的。	This piece of clothing was specially made by him for you.
7372	7176	9773	1	有人去密告，代誌才會煏空。	Ū-lâng khì bi̍t-kò, tāi-tsì tsiah ē piak-khang. 	有人去密告，才會事跡敗露。	Someone snitched, which is why everything was exposed.
7373	7178	9775	1	將來會發生啥代誌無人知。	Tsiong-lâi ē huat-sing siánn tāi-tsì bô-lâng tsai. 	未來會發生什麼事情沒有人知道。	No one knows what will happen in the future.
7374	7180	9777	1	將近欲收擔的時陣，伊才到位。	Tsiong-kīn beh siu-tànn ê sî-tsūn, i tsiah kàu-uī. 	快要收攤的時候，他才抵達。	He arrived just as they were about to close up shop.
7375	7181	9778	1	我是專門修理電腦的。	Guá sī tsuan-bûn siu-lí tiān-náu--ê. 	我是專精於修理電腦的。	I specialize in repairing computers.
7376	7184	9781	1	伊已經予人送定矣，有婚約佇咧。	I í-king hōo lâng sàng-tiānn--ah, ū hun-iok tī--leh. 	她已經接受了定親，有結婚的約定。	She has already accepted the engagement, and has a marriage agreement.
7377	7186	9784	1	我的希望攏寄託佇你的身上。	Guá ê hi-bāng lóng kià-thok tī lí ê sin-siōng. 	我的希望全寄於你身上。	I put all my hopes on you.
7378	7186	9785	1	伊將囡仔寄託予𪜶大兄。	I tsiong gín-á kià-thok hōo in tuā-hiann. 	他把孩子託付給他大哥。	He entrusted his child to his elder brother.
7379	7188	9787	1	雞卵密密也有縫。	Ke-nn̄g ba̍t-ba̍t iā ū phāng. 	雞蛋再怎麼密合也有縫隙。比喻事情總會有破綻，不可能天衣無縫。	No matter how tightly a chicken egg is sealed, there are always cracks. It implies that flaws will always exist in any situation, nothing can be perfect.
7380	7189	9788	1	窗仔門關甲密喌喌，連胡蠅都飛袂入去。	Thang-á-mn̂g kuainn kah ba̍t-tsiuh-tsiuh, liân hôo-sîn to pue bē ji̍p--khì. 	窗戶關得緊緊的，連蒼蠅都飛不進去。	The window is tightly closed, not even a fly can get in.
7381	7191	9790	1	寄錢會減，寄話會加。	Kià tsînn ē kiám, kià uē ē ke. 	寄放錢可能會被揩油，請人傳話則會被加油添醋。	Storing money may be stolen, asking someone to pass a message may be exaggerated.
7382	7193	9792	1	你的衫仔櫥閣櫼甲真密實。	Lí ê sann-á-tû koh tsinn kah tsin ba̍t-tsa̍t. 	你的衣櫥還塞得真緊實。	Your wardrobe is really packed tight.
7383	7197	9796	1	伊真專權，毋聽人的意見。 	I tsin tsuan-khuân, m̄ thiann lâng ê ì-kiàn. 	他很蠻橫，不會聽信他人的意見。	He is very domineering and won't listen to other people's opinions.
7384	7198	9797	1	頂屜	tíng-thuah	上面的抽屜	The drawer above
7385	7199	9798	1	落崎	lo̍h-kiā	下坡	Downhill
7386	7199	9799	1	山壁真崎。	Suann piah tsin kiā. 	山壁很陡峭。	The mountain cliff is very steep.
7387	7200	9800	1	厝崩去	tshù pang--khì	房子崩塌	The house collapsed.
7388	7200	9800	2	崩山	pang-suann	山崩	Mountain collapse
7389	7200	9800	3	股市崩盤	kóo-tshī pang-puânn	股市指數像山崩般地下跌	The stock market index is falling like a landslide.
7390	7201	9801	1	生不帶來，死不帶去。	Sing put tài lâi, sú put tài khì. 	指名利為身外之物。	Designate fame and wealth as things outside of oneself.
7391	7201	9802	1	帶病	tài-pēnn		
7392	7201	9802	2	面帶憂	bīn tài iu	面帶愁容	With a worried expression
7393	7201	9803	1	寒帶	hân-tài		
7394	7201	9803	2	溫帶	un-tài		
7395	7202	9804	1	帶便當	tuà piān-tong		
7396	7202	9805	1	帶路	tuà-lōo		
7397	7202	9805	2	帶領	tuà-niá		
7398	7202	9806	1	糾帶	kiù-tuà	鬆緊帶	Elastic band
7399	7202	9806	2	臍帶	tsâi-tuà		
7400	7202	9806	3	皮帶	phuê-tuà		
7401	7203	9807	1	張嫁粧	tiunn kè-tsng	置辦嫁妝	Prepare dowry
7402	7203	9808	1	你莫閣張矣啦。	Lí mài koh tiunn--ah--lah. 	你別再使性子了啦。	Stop losing your temper.
7403	7203	9809	1	一張紙	tsi̍t tiunn tsuá		
7404	7203	9809	2	三張批	sann tiunn phue		
7405	7203	9809	3	兩張犁	nn̄g tiunn lê		
7406	7203	9810	1	張良	Tiunn Liông		
7407	7204	9811	1	予我張著	hōo guá tng--tio̍h	被我堵到	Blocked by me
7408	7204	9811	2	張鳥仔	tng tsiáu-á	設機關捕鳥	Set up a mechanism to catch birds.
7409	7204	9812	1	鳥仔張	tsiáu-á tng	捕鳥器	Bird catcher
7410	7204	9812	2	鳥鼠張	niáu-tshí tng	捕鼠器	Mouse trap
7411	7205	9813	1	你毋通強欺弱。	Lí m̄-thang kiông khi jio̍k. 	你不可以強凌弱。	You cannot bully the weak.
7412	7206	9814	1	所得	sóo-tik		
7413	7206	9814	2	得失	tik-sit		
7414	7206	9815	1	不得有誤	put tik iú gōo		
7415	7207	9816	1	得家產	tit ka-sán	獲得家產	Inherit property
7416	7207	9817	1	會得過	ē-tit kuè	過得去	Passable
7417	7207	9818	1	難得	lân-tit		
7418	7208	9819	1	這个囡仔真得人疼。	Tsit ê gín-á tsin tit-lâng-thiànn. 	這個小孩很討人喜歡。	This child is very likable.
7419	7209	9820	1	伊足得人惜的。	I tsiok tit-lâng-sioh--ê. 	他很得寵。	He is very favored.
7420	7211	9822	1	後禮拜欲去阿姨𪜶兜愛會記得紮帶手去。	Āu lé-pài beh khì a-î in tau ài ē-kì-tit tsah tuà-tshiú khì. 	下禮拜要去阿姨家要記得帶禮物去。	Remember to bring a gift when you go to your aunt's house next week.
7421	7215	9826	1	得失土地公，飼無雞。	Tik-sit Thóo-tī-kong, tshī bô ke. 	得罪土地公，會惹得雞犬難安。	Offending the Land God will disturb the peace of even the chickens and dogs.
7422	7215	9827	1	做人若傷計較得失，日子會足歹過。	Tsò-lâng nā siunn kè-kàu tik-sit, ji̍t-tsí ē tsiok pháinn kuè. 	做人如果太計較是非成敗，日子會很難過。	If one is too concerned about right and wrong, success and failure in life, the days will be very difficult.
7423	7216	9828	1	我佮伊常在佇路頭相拄。	Guá kah i tshiâng-tsāi tī lōo-thâu sio-tú. 	他和他常在路口相遇。	He often meets him at the intersection.
7424	7217	9829	1	你這馬就咧張老，敢袂傷早？	Lí tsit-má tō teh tiunn-lāu, kám bē siunn tsá? 	你現在就在張羅後事，難道不會太早嗎？	You are already arranging for the aftermath, isn't it too early?
7425	7218	9830	1	這馬的電視攏是彩色的。	Tsit-má ê tiān-sī lóng sī tshái-sik--ê. 	現在的電視都是彩色的。	Current televisions are all in color.
7426	7221	9833	1	伊因為帶身命才會攏無咧上班。	I in-uī tài-sin-miā tsiah ē lóng bô teh siōng-pan. 	他因患有慢性病才一直沒上班。	He hasn't been going to work because he has a chronic illness.
7427	7222	9834	1	伊真𠢕張身勢。	I tsin gâu tiunn-sin-sè. 	他很會裝模作樣。	He is very good at pretending.
7428	7224	9837	1	帶念你較早攏真認真做工課，這擺就原諒你。	Tài-liām lí khah-tsá lóng tsin jīn-tsin tsò khang-khuè, tsit-pái tō guân-liōng--lí. 	顧念你以前都很認真做事的份上，就原諒你這次。	Considering that you've always been serious about your work in the past, I'll forgive you this time.
7429	7225	9838	1	伊強押我去做歹代誌。	I kiông ah guá khì tsò pháinn tāi-tsì. 	他強押我去做壞事。	He forced me to do bad things.
7430	7227	9840	1	一下無張持，物件煞落佇塗跤。	Tsi̍t-ē bô-tiunn-tî, mi̍h-kiānn suah lak tī thôo-kha. 	一不小心，東西就掉落在地上。	Accidentally, things fell on the ground.
